matricula,nombre,apellidos,f_nacimiento,sexo,egreso,area,estado_laboral,sueldo
4327739,Nombre 1495,Apellido 1495,26/04/1981,H,18/04/2005,ciencias sociales,0,
2119313,Nombre 1496,Apellido 1496,22/12/1979,M,01/07/2017,humanidades,1,48888.04
3114738,Nombre 1497,Apellido 1497,15/04/1994,M,01/03/2025,ingeniería,1,48918.29
8043024,Nombre 1498,Apellido 1498,29/07/1982,M,25/07/2011,medicina,1,49163.32
7428928,Nombre 1499,Apellido 1499,05/10/1993,H,03/07/2020,medicina,1,49317.38
8496428,Nombre 1500,Apellido 1500,26/12/1986,M,15/11/2019,ciencias sociales,0,
5786084,Nombre 1501,Apellido 1501,02/07/1997,H,03/02/2024,medicina,1,49382.56
9206260,Nombre 1502,Apellido 1502,05/07/1986,M,01/01/2025,medicina,0,
4721766,Nombre 1503,Apellido 1503,28/05/1989,H,10/03/2010,ingeniería,1,49674.85
5250266,Nombre 1504,Apellido 1504,04/12/1974,H,12/11/2015,medicina,1,49800.67
8262556,Nombre 1505,Apellido 1505,23/04/1977,M,27/12/2013,medicina,1,49878.55
9056221,Nombre 1506,Apellido 1506,22/03/1980,M,06/06/2008,ciencias sociales,1,49879.4
4364757,Nombre 1507,Apellido 1507,20/10/1976,H,20/05/2007,humanidades,1,49897.59
1695849,Nombre 1508,Apellido 1508,25/04/1992,H,01/03/2021,humanidades,1,50000.46
2629598,Nombre 1509,Apellido 1509,31/01/1994,H,24/06/2021,ingeniería,0,
8415389,Nombre 1510,Apellido 1510,13/10/1974,M,25/07/1994,ingeniería,1,50005.2
6303146,Nombre 1511,Apellido 1511,31/07/2000,M,12/12/2023,ingeniería,1,50028.17
2907849,Nombre 1512,Apellido 1512,25/11/1992,M,21/11/2019,medicina,1,50074.86
3283151,Nombre 1513,Apellido 1513,02/04/1979,H,19/08/2007,ciencias sociales,1,50082.87
4948314,Nombre 1514,Apellido 1514,13/07/1991,M,13/02/2025,medicina,1,50113.51
5798728,Nombre 1515,Apellido 1515,29/06/1986,M,06/08/2009,medicina,1,50976.29
4881701,Nombre 1516,Apellido 1516,01/06/1989,H,05/11/2023,medicina,1,51111.69
8218281,Nombre 1517,Apellido 1517,10/08/1985,H,06/08/2016,humanidades,1,51580.71
3888084,Nombre 1518,Apellido 1518,23/12/1984,M,20/08/2006,ciencias sociales,1,51582.25
9204101,Nombre 1519,Apellido 1519,22/12/1993,M,22/04/2023,ingeniería,0,
7872091,Nombre 1520,Apellido 1520,16/11/1991,H,29/04/2016,medicina,1,51699.78
2449540,Nombre 1521,Apellido 1521,19/10/1999,H,25/05/2019,ingeniería,0,
1528763,Nombre 1522,Apellido 1522,18/01/1993,M,09/04/2021,medicina,1,51743.17
7367044,Nombre 1523,Apellido 1523,23/08/1978,M,13/11/2021,ciencias sociales,1,52603.5
1142039,Nombre 1524,Apellido 1524,24/04/1989,H,29/09/2021,medicina,1,52633.4
5024632,Nombre 1525,Apellido 1525,08/09/2006,H,01/02/2026,humanidades,1,53037.11
3640639,Nombre 1526,Apellido 1526,21/11/1972,H,08/07/2001,medicina,1,53519.11
3481413,Nombre 1527,Apellido 1527,19/09/2004,M,15/10/2023,humanidades,1,53678.45
1834551,Nombre 1528,Apellido 1528,17/09/1990,M,30/07/2021,ingeniería,1,53825.68
1166155,Nombre 1529,Apellido 1529,11/12/2000,H,02/04/2020,ciencias sociales,1,54033.56
3355419,Nombre 1530,Apellido 1530,16/01/1985,H,06/07/2006,ciencias sociales,1,54212.89
1537037,Nombre 1531,Apellido 1531,01/01/1987,M,23/02/2026,ciencias sociales,1,54799.88
4765685,Nombre 1532,Apellido 1532,19/01/1989,M,15/07/2019,ciencias sociales,1,55046.62
2718896,Nombre 1533,Apellido 1533,27/02/2002,H,16/04/2021,ciencias sociales,1,55121.3
5066502,Nombre 1534,Apellido 1534,22/04/1996,H,01/01/2024,ciencias sociales,0,
5540522,Nombre 1535,Apellido 1535,07/02/1981,H,28/09/2026,ingeniería,1,55353.42
7120993,Nombre 1536,Apellido 1536,04/03/1997,H,10/08/2023,medicina,0,
2163453,Nombre 1537,Apellido 1537,12/04/1982,H,20/11/2016,humanidades,1,55517.72
1147406,Nombre 1538,Apellido 1538,04/12/2003,H,15/06/2025,medicina,0,
7831830,Nombre 1539,Apellido 1539,13/05/1998,M,02/07/2026,ingeniería,1,55609.61
8891460,Nombre 1540,Apellido 1540,14/08/1976,M,14/05/2021,humanidades,1,55720.12
3955615,Nombre 1541,Apellido 1541,20/08/1994,M,24/04/2018,humanidades,1,55935.77
4357950,Nombre 1542,Apellido 1542,05/12/1974,M,08/12/1994,ciencias sociales,1,55990.35
9830868,Nombre 1543,Apellido 1543,21/03/1998,H,09/11/2017,humanidades,1,56124.11
4738702,Nombre 1544,Apellido 1544,17/03/1988,M,23/10/2024,ciencias sociales,1,56563.83
1000994,Nombre 1545,Apellido 1545,17/01/2001,M,07/01/2024,humanidades,0,
2731170,Nombre 1546,Apellido 1546,08/01/1994,M,16/04/2025,ciencias sociales,1,56644.18
1599797,Nombre 1547,Apellido 1547,14/02/1970,M,07/05/2005,humanidades,1,56733.79
5635128,Nombre 1548,Apellido 1548,09/01/1980,M,24/02/2022,humanidades,0,
9219348,Nombre 1549,Apellido 1549,01/11/1983,M,30/12/2023,ciencias sociales,1,56905.94
4910303,Nombre 1550,Apellido 1550,14/12/1991,M,13/07/2021,ciencias sociales,1,57326.57
5627253,Nombre 1551,Apellido 1551,02/11/1979,H,29/06/1999,ciencias sociales,1,57407.42
4879827,Nombre 1552,Apellido 1552,11/01/1989,M,16/12/2016,medicina,1,57549.92
7989163,Nombre 1553,Apellido 1553,12/07/2005,H,11/05/2026,medicina,1,57607.92
7911507,Nombre 1554,Apellido 1554,13/04/2007,M,03/09/2026,medicina,1,58925.82
6903055,Nombre 1555,Apellido 1555,02/01/1994,M,10/04/2015,humanidades,0,
5324531,Nombre 1556,Apellido 1556,07/02/1990,M,17/04/2024,medicina,1,59009.6
1356844,Nombre 1557,Apellido 1557,30/05/1973,H,05/11/2002,ingeniería,0,
1500143,Nombre 1558,Apellido 1558,19/03/1980,M,21/07/2018,medicina,1,59188.89
7861564,Nombre 1559,Apellido 1559,05/08/1978,M,02/11/2010,humanidades,1,59395.32
7970613,Nombre 1560,Apellido 1560,20/02/1976,M,14/12/2012,ciencias sociales,0,
5815348,Nombre 1561,Apellido 1561,08/02/1993,M,01/10/2018,ciencias sociales,1,59467.07
3209908,Nombre 1562,Apellido 1562,20/10/1981,M,22/02/2015,ciencias sociales,1,59706.88
9932341,Nombre 1563,Apellido 1563,13/10/1975,H,10/09/2018,humanidades,1,60165.22
7334285,Nombre 1564,Apellido 1564,05/03/1982,H,20/08/2024,ciencias sociales,0,
9802638,Nombre 1565,Apellido 1565,10/05/1995,H,08/05/2015,humanidades,1,60956.05
5501667,Nombre 1566,Apellido 1566,01/12/1983,M,14/06/2019,medicina,1,61537.53
6061281,Nombre 1567,Apellido 1567,28/06/1990,H,23/12/2015,ciencias sociales,1,62897.16
3041623,Nombre 1568,Apellido 1568,19/12/1975,M,07/09/1996,humanidades,1,63135.6
5441209,Nombre 1569,Apellido 1569,12/05/1992,H,29/03/2021,ingeniería,0,
3278414,Nombre 1570,Apellido 1570,03/05/1983,H,16/11/2021,ciencias sociales,1,63236.1
2847639,Nombre 1571,Apellido 1571,26/01/1998,M,23/11/2023,ciencias sociales,1,63336.07
5719745,Nombre 1572,Apellido 1572,08/06/1980,H,11/09/2017,ciencias sociales,1,63395.08
5988120,Nombre 1573,Apellido 1573,18/02/1986,M,18/04/2014,humanidades,1,63957.37
9890685,Nombre 1574,Apellido 1574,11/04/1997,H,19/09/2018,ciencias sociales,1,64048.52
2762052,Nombre 1575,Apellido 1575,26/06/1990,H,11/02/2018,medicina,0,
5743920,Nombre 1576,Apellido 1576,05/04/2005,H,16/10/2026,ciencias sociales,1,64402.87
5648122,Nombre 1577,Apellido 1577,25/12/1973,M,26/10/2011,humanidades,1,64478.15
3132535,Nombre 1578,Apellido 1578,07/02/2002,H,14/10/2026,ciencias sociales,1,64511.49
5254496,Nombre 1579,Apellido 1579,30/11/1973,M,12/02/2010,ingeniería,1,64767.85
6163410,Nombre 1580,Apellido 1580,15/12/1996,H,04/08/2025,ingeniería,1,65183.47
2524107,Nombre 1581,Apellido 1581,04/08/2006,M,29/08/2026,medicina,0,
9476410,Nombre 1582,Apellido 1582,16/11/1994,M,28/09/2021,medicina,0,
2674141,Nombre 1583,Apellido 1583,14/01/2005,M,06/08/2026,ingeniería,1,65476.32
3667860,Nombre 1584,Apellido 1584,16/07/1983,M,31/10/2018,ciencias sociales,1,65993.06
3558683,Nombre 1585,Apellido 1585,22/02/1994,H,24/03/2022,ciencias sociales,1,66133.75
8387208,Nombre 1586,Apellido 1586,21/01/1998,H,02/08/2024,humanidades,0,
9886628,Nombre 1587,Apellido 1587,26/07/1998,M,12/12/2021,humanidades,1,66393.16
8928947,Nombre 1588,Apellido 1588,04/09/1993,H,31/01/2018,medicina,1,66864.17
9973454,Nombre 1589,Apellido 1589,02/10/1990,H,31/12/2014,ingeniería,1,67091.44
6502752,Nombre 1590,Apellido 1590,02/10/1996,H,25/06/2021,humanidades,1,67211.4
1410511,Nombre 1591,Apellido 1591,10/05/2002,M,17/01/2026,ingeniería,1,67840.99
2118921,Nombre 1592,Apellido 1592,22/06/1992,H,18/06/2017,medicina,1,69582.38
6068864,Nombre 1593,Apellido 1593,29/07/1987,H,02/10/2010,humanidades,1,71078.23
4939507,Nombre 1594,Apellido 1594,18/07/2007,M,18/07/2026,ciencias sociales,1,71652.61
7709509,Nombre 1595,Apellido 1595,09/01/2007,H,20/03/2026,ingeniería,0,
2126980,Nombre 1596,Apellido 1596,01/10/1974,M,23/03/2024,medicina,1,71850.96
5226288,Nombre 1597,Apellido 1597,28/08/1983,H,27/11/2014,medicina,1,72024.02
3809772,Nombre 1598,Apellido 1598,18/12/1983,H,13/04/2013,humanidades,1,73128.67
6475923,Nombre 1599,Apellido 1599,06/08/2006,H,25/08/2025,ingeniería,1,73811.19
8442455,Nombre 1600,Apellido 1600,04/09/2003,H,28/12/2023,humanidades,1,74304.11
6090261,Nombre 1601,Apellido 1601,03/12/1986,M,22/06/2006,humanidades,1,74629.31
2123107,Nombre 1602,Apellido 1602,19/09/1999,H,02/08/2025,humanidades,1,74853.24
6749604,Nombre 1603,Apellido 1603,16/05/1998,M,26/02/2019,ciencias sociales,0,
9367847,Nombre 1604,Apellido 1604,24/10/1974,M,03/08/2025,ciencias sociales,1,75434.84
3162879,Nombre 1605,Apellido 1605,29/05/1981,M,16/06/2023,humanidades,1,76114.79
4876468,Nombre 1606,Apellido 1606,09/09/1994,H,12/12/2023,ingeniería,1,76709.7
2122544,Nombre 1607,Apellido 1607,10/07/1992,H,25/03/2024,ingeniería,0,
8571417,Nombre 1608,Apellido 1608,08/01/1979,H,03/11/2009,ingeniería,1,76901.15
3094017,Nombre 1609,Apellido 1609,09/05/1975,H,30/03/2022,humanidades,1,77370.43
1538547,Nombre 1610,Apellido 1610,10/11/1983,M,09/12/2013,ciencias sociales,1,77412.04
2789636,Nombre 1611,Apellido 1611,23/05/1995,H,30/07/2024,ciencias sociales,1,77506.88
9527803,Nombre 1612,Apellido 1612,13/10/1998,H,25/10/2020,medicina,1,77664.42
2457030,Nombre 1613,Apellido 1613,28/12/1992,M,01/09/2020,ingeniería,1,77782.76
5985446,Nombre 1614,Apellido 1614,03/08/2006,M,07/01/2026,medicina,1,78000
5797553,Nombre 1615,Apellido 1615,25/01/1971,M,23/09/2017,ciencias sociales,1,78000
8878607,Nombre 1616,Apellido 1616,17/09/1999,M,03/11/2024,medicina,1,78000
7972767,Nombre 1617,Apellido 1617,09/08/1983,H,09/05/2014,ciencias sociales,1,78000
7481792,Nombre 1618,Apellido 1618,03/07/1975,M,23/06/1999,ingeniería,1,78000
1839759,Nombre 1619,Apellido 1619,19/09/1970,M,24/09/1991,humanidades,1,78000
6731355,Nombre 1620,Apellido 1620,22/04/1979,H,20/06/2026,humanidades,1,78000
5707845,Nombre 1621,Apellido 1621,02/05/1995,H,11/01/2023,humanidades,1,78000
8725004,Nombre 1622,Apellido 1622,27/02/1992,H,19/11/2012,ingeniería,0,
1066181,Nombre 1623,Apellido 1623,07/11/1977,M,07/11/2019,humanidades,1,78000
8012354,Nombre 1624,Apellido 1624,16/02/2007,M,03/11/2026,ciencias sociales,1,78000
8350077,Nombre 1625,Apellido 1625,13/08/1996,H,17/08/2018,medicina,0,
5182210,Nombre 1626,Apellido 1626,30/04/2007,M,13/05/2026,medicina,1,78000
4297665,Nombre 1627,Apellido 1627,16/05/1997,M,07/10/2024,ciencias sociales,1,78000
6251110,Nombre 1628,Apellido 1628,26/08/2002,M,14/10/2021,ciencias sociales,1,78000
5422560,Nombre 1629,Apellido 1629,01/09/2003,H,24/08/2024,ciencias sociales,0,
5070550,Nombre 1630,Apellido 1630,24/01/1977,H,10/04/2012,ingeniería,1,78000
8312309,Nombre 1631,Apellido 1631,22/09/2005,M,27/11/2024,ingeniería,0,
8812774,Nombre 1632,Apellido 1632,23/04/2006,M,28/06/2025,humanidades,1,78000
9115254,Nombre 1633,Apellido 1633,27/08/2001,H,28/08/2023,ingeniería,1,78000
5921446,Nombre 1634,Apellido 1634,27/06/1971,M,08/03/2010,humanidades,1,78000
7301175,Nombre 1635,Apellido 1635,30/07/1999,M,30/12/2020,humanidades,1,78000
1413717,Nombre 1636,Apellido 1636,15/04/1985,M,06/11/2014,humanidades,1,78000
6369749,Nombre 1637,Apellido 1637,09/09/1982,H,24/08/2003,medicina,1,78000
2582517,Nombre 1638,Apellido 1638,11/07/1994,H,14/01/2014,ciencias sociales,1,78000
1999918,Nombre 1639,Apellido 1639,23/05/1983,M,21/12/2015,ciencias sociales,1,78000
3235430,Nombre 1640,Apellido 1640,05/01/1978,H,22/09/2018,medicina,1,78000
2284953,Nombre 1641,Apellido 1641,07/01/1980,M,10/10/2023,humanidades,1,78000
6618425,Nombre 1642,Apellido 1642,24/10/2003,H,05/01/2023,ciencias sociales,0,
5735861,Nombre 1643,Apellido 1643,01/05/2007,M,10/05/2026,ingeniería,1,78000
3863171,Nombre 1644,Apellido 1644,03/04/1991,H,21/02/2014,ciencias sociales,1,78000
4756405,Nombre 1645,Apellido 1645,15/11/2000,M,24/09/2020,medicina,1,78000
2289348,Nombre 1646,Apellido 1646,16/10/1985,M,28/04/2014,ciencias sociales,1,78000
7692795,Nombre 1647,Apellido 1647,07/06/1971,M,30/05/2015,medicina,1,78000
3953465,Nombre 1648,Apellido 1648,07/02/1976,M,05/03/2006,ingeniería,1,78000
4159013,Nombre 1649,Apellido 1649,11/06/1970,M,01/07/2005,humanidades,1,78000
8097785,Nombre 1650,Apellido 1650,23/12/1977,H,28/02/1999,ciencias sociales,1,78000
